"지수별","시점","경기종합지수",
"〔순환변동치 전월차〕(p)","1979.05 월",".1",
"〔순환변동치 전월차〕(p)","1979.04 월","-.9",
"〔순환변동치 전월차〕(p)","1979.03 월","-.3",
"〔순환변동치 전월차〕(p)","1979.02 월","0",
"〔순환변동치 전월차〕(p)","1979.01 월",".7",
"〔순환변동치 전월차〕(p)","1978.12 월",".3",
"〔순환변동치 전월차〕(p)","1978.11 월",".3",
"〔순환변동치 전월차〕(p)","1978.10 월",".4",
"〔순환변동치 전월차〕(p)","1978.09 월",".7",
"〔순환변동치 전월차〕(p)","1978.08 월",".7",
"〔순환변동치 전월차〕(p)","1978.07 월",".3",
"〔순환변동치 전월차〕(p)","1978.06 월","0",
"〔순환변동치 전월차〕(p)","1978.05 월",".2",
"〔순환변동치 전월차〕(p)","1978.04 월",".1",
"〔순환변동치 전월차〕(p)","1978.03 월",".1",
"〔순환변동치 전월차〕(p)","1978.02 월",".7",
"〔순환변동치 전월차〕(p)","1978.01 월","1.3",
"〔순환변동치 전월차〕(p)","1977.12 월","1.2",
"〔순환변동치 전월차〕(p)","1977.11 월",".1",
"〔순환변동치 전월차〕(p)","1977.10 월",".7",
"〔순환변동치 전월차〕(p)","1977.09 월","-.5",
"〔순환변동치 전월차〕(p)","1977.08 월",".4",
"〔순환변동치 전월차〕(p)","1977.07 월","-.8",
"〔순환변동치 전월차〕(p)","1977.06 월",".9",
"〔순환변동치 전월차〕(p)","1977.05 월","-.6",
"〔순환변동치 전월차〕(p)","1977.04 월",".3",
"〔순환변동치 전월차〕(p)","1977.03 월","-.3",
"〔순환변동치 전월차〕(p)","1977.02 월","-.2",
"〔순환변동치 전월차〕(p)","1977.01 월","-.4",
"〔순환변동치 전월차〕(p)","1976.12 월","-.8",
"〔순환변동치 전월차〕(p)","1976.11 월","-.6",
"〔순환변동치 전월차〕(p)","1976.10 월","-1.4",
"〔순환변동치 전월차〕(p)","1976.09 월","-.2",
"〔순환변동치 전월차〕(p)","1976.08 월",".4",
"〔순환변동치 전월차〕(p)","1976.07 월","1.4",
"〔순환변동치 전월차〕(p)","1976.06 월",".5",
"〔순환변동치 전월차〕(p)","1976.05 월",".2",
"〔순환변동치 전월차〕(p)","1976.04 월","-.4",
"〔순환변동치 전월차〕(p)","1976.03 월","-.1",
"〔순환변동치 전월차〕(p)","1976.02 월","-.3",
"〔순환변동치 전월차〕(p)","1976.01 월",".7",
"〔순환변동치 전월차〕(p)","1975.12 월",".2",
"〔순환변동치 전월차〕(p)","1975.11 월",".4",
"〔순환변동치 전월차〕(p)","1975.10 월",".4",
"〔순환변동치 전월차〕(p)","1975.09 월","-.3",
"〔순환변동치 전월차〕(p)","1975.08 월","1",
"〔순환변동치 전월차〕(p)","1975.07 월","-.8",
"〔순환변동치 전월차〕(p)","1975.06 월","-.4",
"〔순환변동치 전월차〕(p)","1975.05 월","-.8",
"〔순환변동치 전월차〕(p)","1975.04 월","-.5",
"〔순환변동치 전월차〕(p)","1975.03 월","-.2",
"〔순환변동치 전월차〕(p)","1975.02 월",".6",
"〔순환변동치 전월차〕(p)","1975.01 월",".1",
"〔순환변동치 전월차〕(p)","1974.12 월","-.1",
"〔순환변동치 전월차〕(p)","1974.11 월","-.6",
"〔순환변동치 전월차〕(p)","1974.10 월","-1.8",
"〔순환변동치 전월차〕(p)","1974.09 월","-1.3",
"〔순환변동치 전월차〕(p)","1974.08 월","-1.3",
"〔순환변동치 전월차〕(p)","1974.07 월",".5",
"〔순환변동치 전월차〕(p)","1974.06 월","0",
"〔순환변동치 전월차〕(p)","1974.05 월",".1",
"〔순환변동치 전월차〕(p)","1974.04 월","-1.4",
"〔순환변동치 전월차〕(p)","1974.03 월","-.8",
"〔순환변동치 전월차〕(p)","1974.02 월",".9",
"〔순환변동치 전월차〕(p)","1974.01 월","0",
"〔순환변동치 전월차〕(p)","1973.12 월","-.5",
"〔순환변동치 전월차〕(p)","1973.11 월","0",
"〔순환변동치 전월차〕(p)","1973.10 월",".9",
"〔순환변동치 전월차〕(p)","1973.09 월","1.2",
"〔순환변동치 전월차〕(p)","1973.08 월","1",
"〔순환변동치 전월차〕(p)","1973.07 월",".3",
"〔순환변동치 전월차〕(p)","1973.06 월",".1",
"〔순환변동치 전월차〕(p)","1973.05 월","1.1",
"〔순환변동치 전월차〕(p)","1973.04 월",".7",
"〔순환변동치 전월차〕(p)","1973.03 월","-.2",
"〔순환변동치 전월차〕(p)","1973.02 월",".1",
"〔순환변동치 전월차〕(p)","1973.01 월","1.1",
"〔순환변동치 전월차〕(p)","1972.12 월","1.2",
"〔순환변동치 전월차〕(p)","1972.11 월",".8",
"〔순환변동치 전월차〕(p)","1972.10 월",".5",
"〔순환변동치 전월차〕(p)","1972.09 월",".9",
"〔순환변동치 전월차〕(p)","1972.08 월",".2",
"〔순환변동치 전월차〕(p)","1972.07 월","-.1",
"〔순환변동치 전월차〕(p)","1972.06 월",".5",
"〔순환변동치 전월차〕(p)","1972.05 월","-.2",
"〔순환변동치 전월차〕(p)","1972.04 월",".9",
"〔순환변동치 전월차〕(p)","1972.03 월","-.7",
"〔순환변동치 전월차〕(p)","1972.02 월","-.8",
"〔순환변동치 전월차〕(p)","1972.01 월","-1.6",
"〔순환변동치 전월차〕(p)","1971.12 월","-.7",
"〔순환변동치 전월차〕(p)","1971.11 월","-.2",
"〔순환변동치 전월차〕(p)","1971.10 월","-1.2",
"〔순환변동치 전월차〕(p)","1971.09 월","-1.3",
"〔순환변동치 전월차〕(p)","1971.08 월","-.8",
"〔순환변동치 전월차〕(p)","1971.07 월","-.3",
"〔순환변동치 전월차〕(p)","1971.06 월",".4",
"〔순환변동치 전월차〕(p)","1971.05 월",".1",
"〔순환변동치 전월차〕(p)","1971.04 월",".3",
"〔순환변동치 전월차〕(p)","1971.03 월",".2",
"〔순환변동치 전월차〕(p)","1971.02 월",".2",
"〔순환변동치 전월차〕(p)","1971.01 월","-.3",
"〔순환변동치 전월차〕(p)","1970.12 월","-.5",
"〔순환변동치 전월차〕(p)","1970.11 월","-.2",
"〔순환변동치 전월차〕(p)","1970.10 월","-.6",
"〔순환변동치 전월차〕(p)","1970.09 월",".1",
"〔순환변동치 전월차〕(p)","1970.08 월","-.4",
"〔순환변동치 전월차〕(p)","1970.07 월","-.2",
"〔순환변동치 전월차〕(p)","1970.06 월","0",
"〔순환변동치 전월차〕(p)","1970.05 월","0",
"〔순환변동치 전월차〕(p)","1970.04 월","1.3",
"〔순환변동치 전월차〕(p)","1970.03 월",".4",
"〔순환변동치 전월차〕(p)","1970.02 월",".9",
"〔순환변동치 전월차〕(p)","1970.01 월","0",
"후행종합지수(2020=100)","2023.09 월","114",
"후행종합지수(2020=100)","2023.08 월","113.9",
"후행종합지수(2020=100)","2023.07 월","113.8",
"후행종합지수(2020=100)","2023.06 월","113.9",
"후행종합지수(2020=100)","2023.05 월","113.7",
"후행종합지수(2020=100)","2023.04 월","113.4",
"후행종합지수(2020=100)","2023.03 월","113.1",
"후행종합지수(2020=100)","2023.02 월","112.9",
"후행종합지수(2020=100)","2023.01 월","112.8",
"후행종합지수(2020=100)","2022.12 월","112.4",
"후행종합지수(2020=100)","2022.11 월","111.8",
"후행종합지수(2020=100)","2022.10 월","111.3",
"후행종합지수(2020=100)","2022.09 월","110.8",
"후행종합지수(2020=100)","2022.08 월","110.3",
"후행종합지수(2020=100)","2022.07 월","109.7",
"후행종합지수(2020=100)","2022.06 월","109.1",
"후행종합지수(2020=100)","2022.05 월","108.5",
"후행종합지수(2020=100)","2022.04 월","108.1",
"후행종합지수(2020=100)","2022.03 월","107.7",
"후행종합지수(2020=100)","2022.02 월","107.2",
"후행종합지수(2020=100)","2022.01 월","106.7",
"후행종합지수(2020=100)","2021.12 월","106.3",
"후행종합지수(2020=100)","2021.11 월","105.7",
"후행종합지수(2020=100)","2021.10 월","105.2",
"후행종합지수(2020=100)","2021.09 월","104.5",
"후행종합지수(2020=100)","2021.08 월","104.1",
"후행종합지수(2020=100)","2021.07 월","103.7",
"후행종합지수(2020=100)","2021.06 월","103.4",
"후행종합지수(2020=100)","2021.05 월","103.2",
"후행종합지수(2020=100)","2021.04 월","102.7",
"후행종합지수(2020=100)","2021.03 월","102.2",
"후행종합지수(2020=100)","2021.02 월","101.7",
"후행종합지수(2020=100)","2021.01 월","101.4",
"후행종합지수(2020=100)","2020.12 월","101.1",
"후행종합지수(2020=100)","2020.11 월","100.8",
"후행종합지수(2020=100)","2020.10 월","100.6",
"후행종합지수(2020=100)","2020.09 월","100.5",
"후행종합지수(2020=100)","2020.08 월","100.2",
"후행종합지수(2020=100)","2020.07 월","100",
"후행종합지수(2020=100)","2020.06 월","99.8",
"후행종합지수(2020=100)","2020.05 월","99.5",
"후행종합지수(2020=100)","2020.04 월","99.4",
"후행종합지수(2020=100)","2020.03 월","99.4",
"후행종합지수(2020=100)","2020.02 월","99.5",
"후행종합지수(2020=100)","2020.01 월","99.3",
"후행종합지수(2020=100)","2019.12 월","99.1",
"후행종합지수(2020=100)","2019.11 월","98.8",
"후행종합지수(2020=100)","2019.10 월","98.7",
"후행종합지수(2020=100)","2019.09 월","98.5",
"후행종합지수(2020=100)","2019.08 월","98.2",
"후행종합지수(2020=100)","2019.07 월","97.9",
"후행종합지수(2020=100)","2019.06 월","97.7",
"후행종합지수(2020=100)","2019.05 월","97.5",
"후행종합지수(2020=100)","2019.04 월","97.2",
"후행종합지수(2020=100)","2019.03 월","97",
"후행종합지수(2020=100)","2019.02 월","96.9",
"후행종합지수(2020=100)","2019.01 월","96.7",
"후행종합지수(2020=100)","2018.12 월","96.5",
"후행종합지수(2020=100)","2018.11 월","96.1",
"후행종합지수(2020=100)","2018.10 월","95.7",
"후행종합지수(2020=100)","2018.09 월","95.4",
"후행종합지수(2020=100)","2018.08 월","95.2",
"후행종합지수(2020=100)","2018.07 월","95.1",
"후행종합지수(2020=100)","2018.06 월","94.9",
"후행종합지수(2020=100)","2018.05 월","94.6",
"후행종합지수(2020=100)","2018.04 월","94.4",
"후행종합지수(2020=100)","2018.03 월","94.1",
"후행종합지수(2020=100)","2018.02 월","93.9",
"후행종합지수(2020=100)","2018.01 월","93.6",
"후행종합지수(2020=100)","2017.12 월","93.3",
"후행종합지수(2020=100)","2017.11 월","93",
"후행종합지수(2020=100)","2017.10 월","92.8",
"후행종합지수(2020=100)","2017.09 월","92.6",
"후행종합지수(2020=100)","2017.08 월","92.3",
"후행종합지수(2020=100)","2017.07 월","92",
"후행종합지수(2020=100)","2017.06 월","91.8",
"후행종합지수(2020=100)","2017.05 월","91.6",
"후행종합지수(2020=100)","2017.04 월","91.3",
"후행종합지수(2020=100)","2017.03 월","91",
"후행종합지수(2020=100)","2017.02 월","90.7",
"후행종합지수(2020=100)","2017.01 월","90.5",
"후행종합지수(2020=100)","2016.12 월","90.3",
"후행종합지수(2020=100)","2016.11 월","90.1",
"후행종합지수(2020=100)","2016.10 월","89.9",
"후행종합지수(2020=100)","2016.09 월","89.6",
"후행종합지수(2020=100)","2016.08 월","89.5",
"후행종합지수(2020=100)","2016.07 월","89.3",
"후행종합지수(2020=100)","2016.06 월","89.2",
"후행종합지수(2020=100)","2016.05 월","89",
"후행종합지수(2020=100)","2016.04 월","88.8",
"후행종합지수(2020=100)","2016.03 월","88.6",
"후행종합지수(2020=100)","2016.02 월","88.4",
"후행종합지수(2020=100)","2016.01 월","88.1",
"후행종합지수(2020=100)","2015.12 월","87.8",
"후행종합지수(2020=100)","2015.11 월","87.6",
"후행종합지수(2020=100)","2015.10 월","87.4",
"후행종합지수(2020=100)","2015.09 월","87.1",
"후행종합지수(2020=100)","2015.08 월","86.8",
"후행종합지수(2020=100)","2015.07 월","86.5",
"후행종합지수(2020=100)","2015.06 월","86.2",
"후행종합지수(2020=100)","2015.05 월","86",
"후행종합지수(2020=100)","2015.04 월","85.9",
"후행종합지수(2020=100)","2015.03 월","85.7",
"후행종합지수(2020=100)","2015.02 월","85.4",
"후행종합지수(2020=100)","2015.01 월","85.1",
"후행종합지수(2020=100)","2014.12 월","84.9",
"후행종합지수(2020=100)","2014.11 월","84.9",
"후행종합지수(2020=100)","2014.10 월","84.7",
"후행종합지수(2020=100)","2014.09 월","84.5",
"후행종합지수(2020=100)","2014.08 월","84.2",
"후행종합지수(2020=100)","2014.07 월","83.9",
"후행종합지수(2020=100)","2014.06 월","83.7",
"후행종합지수(2020=100)","2014.05 월","83.6",
"후행종합지수(2020=100)","2014.04 월","83.4",
"후행종합지수(2020=100)","2014.03 월","83",
"후행종합지수(2020=100)","2014.02 월","82.7",
"후행종합지수(2020=100)","2014.01 월","82.5",
"후행종합지수(2020=100)","2013.12 월","82.3",
"후행종합지수(2020=100)","2013.11 월","82.1",
"후행종합지수(2020=100)","2013.10 월","81.7",
"후행종합지수(2020=100)","2013.09 월","81.4",
"후행종합지수(2020=100)","2013.08 월","81.1",
"후행종합지수(2020=100)","2013.07 월","80.9",
"후행종합지수(2020=100)","2013.06 월","80.8",
"후행종합지수(2020=100)","2013.05 월","80.6",
"후행종합지수(2020=100)","2013.04 월","80.3",
"후행종합지수(2020=100)","2013.03 월","80.1",
"후행종합지수(2020=100)","2013.02 월","79.9",
"후행종합지수(2020=100)","2013.01 월","79.7",
"후행종합지수(2020=100)","2012.12 월","79.4",
"후행종합지수(2020=100)","2012.11 월","79.2",
"후행종합지수(2020=100)","2012.10 월","79",
"후행종합지수(2020=100)","2012.09 월","78.8",
"후행종합지수(2020=100)","2012.08 월","78.6",
"후행종합지수(2020=100)","2012.07 월","78.5",
"후행종합지수(2020=100)","2012.06 월","78.3",
"후행종합지수(2020=100)","2012.05 월","78.1",
"후행종합지수(2020=100)","2012.04 월","78",
"후행종합지수(2020=100)","2012.03 월","77.9",
"후행종합지수(2020=100)","2012.02 월","77.8",
"후행종합지수(2020=100)","2012.01 월","77.7",
"후행종합지수(2020=100)","2011.12 월","77.6",
"후행종합지수(2020=100)","2011.11 월","77.3",
"후행종합지수(2020=100)","2011.10 월","77.1",
"후행종합지수(2020=100)","2011.09 월","76.9",
"후행종합지수(2020=100)","2011.08 월","76.8",
"후행종합지수(2020=100)","2011.07 월","76.5",
"후행종합지수(2020=100)","2011.06 월","76.1",
"후행종합지수(2020=100)","2011.05 월","75.8",
"후행종합지수(2020=100)","2011.04 월","75.3",
"후행종합지수(2020=100)","2011.03 월","74.9",
"후행종합지수(2020=100)","2011.02 월","74.5",
"후행종합지수(2020=100)","2011.01 월","74.2",
"후행종합지수(2020=100)","2010.12 월","73.9",
"후행종합지수(2020=100)","2010.11 월","73.6",
"후행종합지수(2020=100)","2010.10 월","73.4",
"후행종합지수(2020=100)","2010.09 월","73.2",
"후행종합지수(2020=100)","2010.08 월","73",
"후행종합지수(2020=100)","2010.07 월","72.8",
"후행종합지수(2020=100)","2010.06 월","72.6",
"후행종합지수(2020=100)","2010.05 월","72.3",
"후행종합지수(2020=100)","2010.04 월","72",
"후행종합지수(2020=100)","2010.03 월","71.8",
"후행종합지수(2020=100)","2010.02 월","71.5",
"후행종합지수(2020=100)","2010.01 월","71.1",
"후행종합지수(2020=100)","2009.12 월","70.8",
"후행종합지수(2020=100)","2009.11 월","70.7",
"후행종합지수(2020=100)","2009.10 월","70.5",
"후행종합지수(2020=100)","2009.09 월","70.3",
"후행종합지수(2020=100)","2009.08 월","70.1",
"후행종합지수(2020=100)","2009.07 월","69.9",
"후행종합지수(2020=100)","2009.06 월","69.8",
"후행종합지수(2020=100)","2009.05 월","69.5",
"후행종합지수(2020=100)","2009.04 월","69.6",
"후행종합지수(2020=100)","2009.03 월","69.7",
"후행종합지수(2020=100)","2009.02 월","70",
"후행종합지수(2020=100)","2009.01 월","70.3",
"후행종합지수(2020=100)","2008.12 월","70.4",
"후행종합지수(2020=100)","2008.11 월","70.3",
"후행종합지수(2020=100)","2008.10 월","70.2",
"후행종합지수(2020=100)","2008.09 월","70",
"후행종합지수(2020=100)","2008.08 월","69.9",
"후행종합지수(2020=100)","2008.07 월","69.6",
"후행종합지수(2020=100)","2008.06 월","69.4",
"후행종합지수(2020=100)","2008.05 월","69.2",
"후행종합지수(2020=100)","2008.04 월","68.9",
"후행종합지수(2020=100)","2008.03 월","68.7",
"후행종합지수(2020=100)","2008.02 월","68.4",
"후행종합지수(2020=100)","2008.01 월","68.2",
"후행종합지수(2020=100)","2007.12 월","67.9",
"후행종합지수(2020=100)","2007.11 월","67.5",
"후행종합지수(2020=100)","2007.10 월","67.3",
"후행종합지수(2020=100)","2007.09 월","67",
"후행종합지수(2020=100)","2007.08 월","66.9",
"후행종합지수(2020=100)","2007.07 월","66.7",
"후행종합지수(2020=100)","2007.06 월","66.5",
"후행종합지수(2020=100)","2007.05 월","66.2",
"후행종합지수(2020=100)","2007.04 월","66.1",
"후행종합지수(2020=100)","2007.03 월","65.9",
"후행종합지수(2020=100)","2007.02 월","65.7",
"후행종합지수(2020=100)","2007.01 월","65.5",
"후행종합지수(2020=100)","2006.12 월","65.2",
"후행종합지수(2020=100)","2006.11 월","65",
"후행종합지수(2020=100)","2006.10 월","64.8",
"후행종합지수(2020=100)","2006.09 월","64.6",
"후행종합지수(2020=100)","2006.08 월","64.4",
"후행종합지수(2020=100)","2006.07 월","64.2",
"후행종합지수(2020=100)","2006.06 월","64",
"후행종합지수(2020=100)","2006.05 월","63.7",
"후행종합지수(2020=100)","2006.04 월","63.5",
"후행종합지수(2020=100)","2006.03 월","63.2",
"후행종합지수(2020=100)","2006.02 월","62.9",
"후행종합지수(2020=100)","2006.01 월","62.6",
"후행종합지수(2020=100)","2005.12 월","62.4",
"후행종합지수(2020=100)","2005.11 월","62.1",
"후행종합지수(2020=100)","2005.10 월","61.9",
"후행종합지수(2020=100)","2005.09 월","61.7",
"후행종합지수(2020=100)","2005.08 월","61.5",
"후행종합지수(2020=100)","2005.07 월","61.4",
"후행종합지수(2020=100)","2005.06 월","61.3",
"후행종합지수(2020=100)","2005.05 월","61.2",
"후행종합지수(2020=100)","2005.04 월","61",
"후행종합지수(2020=100)","2005.03 월","60.9",
"후행종합지수(2020=100)","2005.02 월","60.8",
"후행종합지수(2020=100)","2005.01 월","60.6",
"후행종합지수(2020=100)","2004.12 월","60.4",
"후행종합지수(2020=100)","2004.11 월","60.2",
"후행종합지수(2020=100)","2004.10 월","60.1",
"후행종합지수(2020=100)","2004.09 월","59.9",
"후행종합지수(2020=100)","2004.08 월","59.8",
"후행종합지수(2020=100)","2004.07 월","59.7",
"후행종합지수(2020=100)","2004.06 월","59.6",
"후행종합지수(2020=100)","2004.05 월","59.6",
"후행종합지수(2020=100)","2004.04 월","59.6",
"후행종합지수(2020=100)","2004.03 월","59.5",
"후행종합지수(2020=100)","2004.02 월","59.3",
"후행종합지수(2020=100)","2004.01 월","59",
"후행종합지수(2020=100)","2003.12 월","58.8",
"후행종합지수(2020=100)","2003.11 월","58.6",
"후행종합지수(2020=100)","2003.10 월","58.4",
"후행종합지수(2020=100)","2003.09 월","58.3",
"후행종합지수(2020=100)","2003.08 월","58.2",
"후행종합지수(2020=100)","2003.07 월","58.1",
"후행종합지수(2020=100)","2003.06 월","58",
"후행종합지수(2020=100)","2003.05 월","57.8",
"후행종합지수(2020=100)","2003.04 월","57.6",
"후행종합지수(2020=100)","2003.03 월","57.4",
"후행종합지수(2020=100)","2003.02 월","57.2",
"후행종합지수(2020=100)","2003.01 월","56.9",
"후행종합지수(2020=100)","2002.12 월","56.5",
"후행종합지수(2020=100)","2002.11 월","56.4",
"후행종합지수(2020=100)","2002.10 월","56.2",
"후행종합지수(2020=100)","2002.09 월","56.1",
"후행종합지수(2020=100)","2002.08 월","56",
"후행종합지수(2020=100)","2002.07 월","55.7",
"후행종합지수(2020=100)","2002.06 월","55.5",
"후행종합지수(2020=100)","2002.05 월","55.2",
"후행종합지수(2020=100)","2002.04 월","55.1",
"후행종합지수(2020=100)","2002.03 월","54.8",
"후행종합지수(2020=100)","2002.02 월","54.9",
"후행종합지수(2020=100)","2002.01 월","54.8",
"후행종합지수(2020=100)","2001.12 월","54.6",
"후행종합지수(2020=100)","2001.11 월","54.3",
"후행종합지수(2020=100)","2001.10 월","54.1",
"후행종합지수(2020=100)","2001.09 월","53.9",
"후행종합지수(2020=100)","2001.08 월","53.7",
"후행종합지수(2020=100)","2001.07 월","53.7",
"후행종합지수(2020=100)","2001.06 월","53.6",
"후행종합지수(2020=100)","2001.05 월","53.3",
"후행종합지수(2020=100)","2001.04 월","52.9",
"후행종합지수(2020=100)","2001.03 월","52.5",
"후행종합지수(2020=100)","2001.02 월","52.2",
"후행종합지수(2020=100)","2001.01 월","52.1",
"후행종합지수(2020=100)","2000.12 월","51.9",
"후행종합지수(2020=100)","2000.11 월","51.5",
"후행종합지수(2020=100)","2000.10 월","51",
"후행종합지수(2020=100)","2000.09 월","50.6",
"후행종합지수(2020=100)","2000.08 월","50.3",
"후행종합지수(2020=100)","2000.07 월","50.1",
"후행종합지수(2020=100)","2000.06 월","49.6",
"후행종합지수(2020=100)","2000.05 월","49.2",
"후행종합지수(2020=100)","2000.04 월","48.8",
"후행종합지수(2020=100)","2000.03 월","48.5",
"후행종합지수(2020=100)","2000.02 월","48.1",
"후행종합지수(2020=100)","2000.01 월","47.7",
"후행종합지수(2020=100)","1999.12 월","47",
"후행종합지수(2020=100)","1999.11 월","46.4",
"후행종합지수(2020=100)","1999.10 월","45.9",
"후행종합지수(2020=100)","1999.09 월","45.5",
"후행종합지수(2020=100)","1999.08 월","45.6",
"후행종합지수(2020=100)","1999.07 월","45.4",
"후행종합지수(2020=100)","1999.06 월","45",
"후행종합지수(2020=100)","1999.05 월","44.6",
"후행종합지수(2020=100)","1999.04 월","44.4",
"후행종합지수(2020=100)","1999.03 월","44.5",
"후행종합지수(2020=100)","1999.02 월","44.6",
"후행종합지수(2020=100)","1999.01 월","44.7",
"후행종합지수(2020=100)","1998.12 월","44.6",
"후행종합지수(2020=100)","1998.11 월","44.5",
"후행종합지수(2020=100)","1998.10 월","44.4",
"후행종합지수(2020=100)","1998.09 월","44.7",
"후행종합지수(2020=100)","1998.08 월","45.1",
"후행종합지수(2020=100)","1998.07 월","45.4",
"후행종합지수(2020=100)","1998.06 월","45.6",
"후행종합지수(2020=100)","1998.05 월","46",
"후행종합지수(2020=100)","1998.04 월","46.2",
"후행종합지수(2020=100)","1998.03 월","46.4",
"후행종합지수(2020=100)","1998.02 월","46.9",
"후행종합지수(2020=100)","1998.01 월","47.5",
"후행종합지수(2020=100)","1997.12 월","47.9",
"후행종합지수(2020=100)","1997.11 월","47.8",
"후행종합지수(2020=100)","1997.10 월","47.7",
"후행종합지수(2020=100)","1997.09 월","47.8",
"후행종합지수(2020=100)","1997.08 월","47.9",
"후행종합지수(2020=100)","1997.07 월","48",
"후행종합지수(2020=100)","1997.06 월","47.9",
"후행종합지수(2020=100)","1997.05 월","47.6",
"후행종합지수(2020=100)","1997.04 월","47.2",
"후행종합지수(2020=100)","1997.03 월","46.7",
"후행종합지수(2020=100)","1997.02 월","46.4",
"후행종합지수(2020=100)","1997.01 월","46.2",
"후행종합지수(2020=100)","1996.12 월","46.1",
"후행종합지수(2020=100)","1996.11 월","45.9",
"후행종합지수(2020=100)","1996.10 월","45.7",
"후행종합지수(2020=100)","1996.09 월","45.4",
"후행종합지수(2020=100)","1996.08 월","45.3",
"후행종합지수(2020=100)","1996.07 월","45",
"후행종합지수(2020=100)","1996.06 월","44.7",
"후행종합지수(2020=100)","1996.05 월","44.3",
"후행종합지수(2020=100)","1996.04 월","44",
"후행종합지수(2020=100)","1996.03 월","43.5",
"후행종합지수(2020=100)","1996.02 월","43.1",
"후행종합지수(2020=100)","1996.01 월","42.5",
"후행종합지수(2020=100)","1995.12 월","42.2",
"후행종합지수(2020=100)","1995.11 월","42",
"후행종합지수(2020=100)","1995.10 월","41.8",
"후행종합지수(2020=100)","1995.09 월","41.6",
"후행종합지수(2020=100)","1995.08 월","41.2",
"후행종합지수(2020=100)","1995.07 월","40.9",
"후행종합지수(2020=100)","1995.06 월","40.5",
"후행종합지수(2020=100)","1995.05 월","40.2",
"후행종합지수(2020=100)","1995.04 월","39.8",
"후행종합지수(2020=100)","1995.03 월","39.5",
"후행종합지수(2020=100)","1995.02 월","39.1",
"후행종합지수(2020=100)","1995.01 월","38.7",
"후행종합지수(2020=100)","1994.12 월","38.3",
"후행종합지수(2020=100)","1994.11 월","37.9",
"후행종합지수(2020=100)","1994.10 월","37.4",
"후행종합지수(2020=100)","1994.09 월","37.1",
"후행종합지수(2020=100)","1994.08 월","36.7",
"후행종합지수(2020=100)","1994.07 월","36.4",
"후행종합지수(2020=100)","1994.06 월","36.1",
"후행종합지수(2020=100)","1994.05 월","35.9",
"후행종합지수(2020=100)","1994.04 월","35.6",
"후행종합지수(2020=100)","1994.03 월","35.4",
"후행종합지수(2020=100)","1994.02 월","35",
"후행종합지수(2020=100)","1994.01 월","34.8",
"후행종합지수(2020=100)","1993.12 월","34.6",
"후행종합지수(2020=100)","1993.11 월","34.6",
"후행종합지수(2020=100)","1993.10 월","34.4",
"후행종합지수(2020=100)","1993.09 월","34.2",
"후행종합지수(2020=100)","1993.08 월","33.9",
"후행종합지수(2020=100)","1993.07 월","33.5",
"후행종합지수(2020=100)","1993.06 월","33.2",
"후행종합지수(2020=100)","1993.05 월","32.9",
"후행종합지수(2020=100)","1993.04 월","32.8",
"후행종합지수(2020=100)","1993.03 월","32.7",
"후행종합지수(2020=100)","1993.02 월","32.6",
"후행종합지수(2020=100)","1993.01 월","32.5",
"후행종합지수(2020=100)","1992.12 월","32.4",
"후행종합지수(2020=100)","1992.11 월","32.3",
"후행종합지수(2020=100)","1992.10 월","32.2",
"후행종합지수(2020=100)","1992.09 월","32.1",
"후행종합지수(2020=100)","1992.08 월","31.9",
"후행종합지수(2020=100)","1992.07 월","31.8",
"후행종합지수(2020=100)","1992.06 월","31.5",
"후행종합지수(2020=100)","1992.05 월","31.3",
"후행종합지수(2020=100)","1992.04 월","31.1",
"후행종합지수(2020=100)","1992.03 월","30.9",
"후행종합지수(2020=100)","1992.02 월","30.5",
"후행종합지수(2020=100)","1992.01 월","30.3",
"후행종합지수(2020=100)","1991.12 월","30.1",
"후행종합지수(2020=100)","1991.11 월","29.9",
"후행종합지수(2020=100)","1991.10 월","29.6",
"후행종합지수(2020=100)","1991.09 월","29.3",
"후행종합지수(2020=100)","1991.08 월","28.9",
"후행종합지수(2020=100)","1991.07 월","28.6",
"후행종합지수(2020=100)","1991.06 월","28.4",
"후행종합지수(2020=100)","1991.05 월","28.1",
"후행종합지수(2020=100)","1991.04 월","27.8",
"후행종합지수(2020=100)","1991.03 월","27.5",
"후행종합지수(2020=100)","1991.02 월","27.2",
"후행종합지수(2020=100)","1991.01 월","26.8",
"후행종합지수(2020=100)","1990.12 월","26.4",
"후행종합지수(2020=100)","1990.11 월","26",
"후행종합지수(2020=100)","1990.10 월","25.7",
"후행종합지수(2020=100)","1990.09 월","25.5",
"후행종합지수(2020=100)","1990.08 월","25.2",
"후행종합지수(2020=100)","1990.07 월","25",
"후행종합지수(2020=100)","1990.06 월","24.7",
"후행종합지수(2020=100)","1990.05 월","24.5",
"후행종합지수(2020=100)","1990.04 월","24.3",
"후행종합지수(2020=100)","1990.03 월","24.2",
"후행종합지수(2020=100)","1990.02 월","24",
"후행종합지수(2020=100)","1990.01 월","23.8",
"후행종합지수(2020=100)","1989.12 월","23.6",
"후행종합지수(2020=100)","1989.11 월","23.4",
"후행종합지수(2020=100)","1989.10 월","23.2",
"후행종합지수(2020=100)","1989.09 월","22.9",
"후행종합지수(2020=100)","1989.08 월","22.7",
"후행종합지수(2020=100)","1989.07 월","22.5",
"후행종합지수(2020=100)","1989.06 월","22.3",
