"지수별","시점","경기종합지수",
"후행종합지수(2020=100)","1989.05 월","22.1",
"후행종합지수(2020=100)","1989.04 월","21.9",
"후행종합지수(2020=100)","1989.03 월","21.7",
"후행종합지수(2020=100)","1989.02 월","21.5",
"후행종합지수(2020=100)","1989.01 월","21.3",
"후행종합지수(2020=100)","1988.12 월","21.2",
"후행종합지수(2020=100)","1988.11 월","21",
"후행종합지수(2020=100)","1988.10 월","20.7",
"후행종합지수(2020=100)","1988.09 월","20.4",
"후행종합지수(2020=100)","1988.08 월","20.2",
"후행종합지수(2020=100)","1988.07 월","20",
"후행종합지수(2020=100)","1988.06 월","19.8",
"후행종합지수(2020=100)","1988.05 월","19.6",
"후행종합지수(2020=100)","1988.04 월","19.5",
"후행종합지수(2020=100)","1988.03 월","19.5",
"후행종합지수(2020=100)","1988.02 월","19.4",
"후행종합지수(2020=100)","1988.01 월","19.2",
"후행종합지수(2020=100)","1987.12 월","19",
"후행종합지수(2020=100)","1987.11 월","18.8",
"후행종합지수(2020=100)","1987.10 월","18.7",
"후행종합지수(2020=100)","1987.09 월","18.6",
"후행종합지수(2020=100)","1987.08 월","18.6",
"후행종합지수(2020=100)","1987.07 월","18.5",
"후행종합지수(2020=100)","1987.06 월","18.5",
"후행종합지수(2020=100)","1987.05 월","18.4",
"후행종합지수(2020=100)","1987.04 월","18.2",
"후행종합지수(2020=100)","1987.03 월","18.1",
"후행종합지수(2020=100)","1987.02 월","17.9",
"후행종합지수(2020=100)","1987.01 월","17.7",
"후행종합지수(2020=100)","1986.12 월","17.5",
"후행종합지수(2020=100)","1986.11 월","17.4",
"후행종합지수(2020=100)","1986.10 월","17.3",
"후행종합지수(2020=100)","1986.09 월","17.2",
"후행종합지수(2020=100)","1986.08 월","17.1",
"후행종합지수(2020=100)","1986.07 월","17",
"후행종합지수(2020=100)","1986.06 월","16.9",
"후행종합지수(2020=100)","1986.05 월","16.9",
"후행종합지수(2020=100)","1986.04 월","16.8",
"후행종합지수(2020=100)","1986.03 월","16.7",
"후행종합지수(2020=100)","1986.02 월","16.6",
"후행종합지수(2020=100)","1986.01 월","16.4",
"후행종합지수(2020=100)","1985.12 월","16.3",
"후행종합지수(2020=100)","1985.11 월","16.2",
"후행종합지수(2020=100)","1985.10 월","16.2",
"후행종합지수(2020=100)","1985.09 월","16.1",
"후행종합지수(2020=100)","1985.08 월","16",
"후행종합지수(2020=100)","1985.07 월","15.9",
"후행종합지수(2020=100)","1985.06 월","15.9",
"후행종합지수(2020=100)","1985.05 월","15.8",
"후행종합지수(2020=100)","1985.04 월","15.7",
"후행종합지수(2020=100)","1985.03 월","15.5",
"후행종합지수(2020=100)","1985.02 월","15.5",
"후행종합지수(2020=100)","1985.01 월","15.4",
"후행종합지수(2020=100)","1984.12 월","15.3",
"후행종합지수(2020=100)","1984.11 월","15.3",
"후행종합지수(2020=100)","1984.10 월","15.2",
"후행종합지수(2020=100)","1984.09 월","15.1",
"후행종합지수(2020=100)","1984.08 월","14.9",
"후행종합지수(2020=100)","1984.07 월","14.8",
"후행종합지수(2020=100)","1984.06 월","14.7",
"후행종합지수(2020=100)","1984.05 월","14.6",
"후행종합지수(2020=100)","1984.04 월","14.5",
"후행종합지수(2020=100)","1984.03 월","14.4",
"후행종합지수(2020=100)","1984.02 월","14.3",
"후행종합지수(2020=100)","1984.01 월","14.2",
"후행종합지수(2020=100)","1983.12 월","14.1",
"후행종합지수(2020=100)","1983.11 월","14.1",
"후행종합지수(2020=100)","1983.10 월","14",
"후행종합지수(2020=100)","1983.09 월","13.9",
"후행종합지수(2020=100)","1983.08 월","13.9",
"후행종합지수(2020=100)","1983.07 월","13.8",
"후행종합지수(2020=100)","1983.06 월","13.7",
"후행종합지수(2020=100)","1983.05 월","13.6",
"후행종합지수(2020=100)","1983.04 월","13.6",
"후행종합지수(2020=100)","1983.03 월","13.6",
"후행종합지수(2020=100)","1983.02 월","13.5",
"후행종합지수(2020=100)","1983.01 월","13.4",
"후행종합지수(2020=100)","1982.12 월","13.3",
"후행종합지수(2020=100)","1982.11 월","13.2",
"후행종합지수(2020=100)","1982.10 월","13.1",
"후행종합지수(2020=100)","1982.09 월","13.1",
"후행종합지수(2020=100)","1982.08 월","13.1",
"후행종합지수(2020=100)","1982.07 월","13.1",
"후행종합지수(2020=100)","1982.06 월","13.2",
"후행종합지수(2020=100)","1982.05 월","13.1",
"후행종합지수(2020=100)","1982.04 월","13.1",
"후행종합지수(2020=100)","1982.03 월","13.1",
"후행종합지수(2020=100)","1982.02 월","13",
"후행종합지수(2020=100)","1982.01 월","13",
"후행종합지수(2020=100)","1981.12 월","13",
"후행종합지수(2020=100)","1981.11 월","12.9",
"후행종합지수(2020=100)","1981.10 월","12.7",
"후행종합지수(2020=100)","1981.09 월","12.5",
"후행종합지수(2020=100)","1981.08 월","12.4",
"후행종합지수(2020=100)","1981.07 월","12.4",
"후행종합지수(2020=100)","1981.06 월","12.3",
"후행종합지수(2020=100)","1981.05 월","12.3",
"후행종합지수(2020=100)","1981.04 월","12.2",
"후행종합지수(2020=100)","1981.03 월","12.2",
"후행종합지수(2020=100)","1981.02 월","12.2",
"후행종합지수(2020=100)","1981.01 월","12.2",
"후행종합지수(2020=100)","1980.12 월","12.2",
"후행종합지수(2020=100)","1980.11 월","12.1",
"후행종합지수(2020=100)","1980.10 월","12.1",
"후행종합지수(2020=100)","1980.09 월","12.1",
"후행종합지수(2020=100)","1980.08 월","12.1",
"후행종합지수(2020=100)","1980.07 월","12",
"후행종합지수(2020=100)","1980.06 월","11.9",
"후행종합지수(2020=100)","1980.05 월","11.8",
"후행종합지수(2020=100)","1980.04 월","11.7",
"후행종합지수(2020=100)","1980.03 월","11.5",
"후행종합지수(2020=100)","1980.02 월","11.4",
"후행종합지수(2020=100)","1980.01 월","11.2",
"후행종합지수(2020=100)","1979.12 월","11.3",
"후행종합지수(2020=100)","1979.11 월","11.2",
"후행종합지수(2020=100)","1979.10 월","11.1",
"후행종합지수(2020=100)","1979.09 월","11.1",
"후행종합지수(2020=100)","1979.08 월","11",
"후행종합지수(2020=100)","1979.07 월","11",
"후행종합지수(2020=100)","1979.06 월","11",
"후행종합지수(2020=100)","1979.05 월","10.8",
"후행종합지수(2020=100)","1979.04 월","10.9",
"후행종합지수(2020=100)","1979.03 월","10.6",
"후행종합지수(2020=100)","1979.02 월","10.5",
"후행종합지수(2020=100)","1979.01 월","10.3",
"후행종합지수(2020=100)","1978.12 월","10.1",
"후행종합지수(2020=100)","1978.11 월","9.9",
"후행종합지수(2020=100)","1978.10 월","9.9",
"후행종합지수(2020=100)","1978.09 월","9.7",
"후행종합지수(2020=100)","1978.08 월","9.5",
"후행종합지수(2020=100)","1978.07 월","9.4",
"후행종합지수(2020=100)","1978.06 월","9.3",
"후행종합지수(2020=100)","1978.05 월","9.3",
"후행종합지수(2020=100)","1978.04 월","9.1",
"후행종합지수(2020=100)","1978.03 월","9",
"후행종합지수(2020=100)","1978.02 월","9",
"후행종합지수(2020=100)","1978.01 월","8.9",
"후행종합지수(2020=100)","1977.12 월","8.8",
"후행종합지수(2020=100)","1977.11 월","8.7",
"후행종합지수(2020=100)","1977.10 월","8.6",
"후행종합지수(2020=100)","1977.09 월","8.4",
"후행종합지수(2020=100)","1977.08 월","8.4",
"후행종합지수(2020=100)","1977.07 월","8.2",
"후행종합지수(2020=100)","1977.06 월","8.1",
"후행종합지수(2020=100)","1977.05 월","8.1",
"후행종합지수(2020=100)","1977.04 월","8",
"후행종합지수(2020=100)","1977.03 월","7.9",
"후행종합지수(2020=100)","1977.02 월","7.8",
"후행종합지수(2020=100)","1977.01 월","7.7",
"후행종합지수(2020=100)","1976.12 월","7.6",
"후행종합지수(2020=100)","1976.11 월","7.5",
"후행종합지수(2020=100)","1976.10 월","7.4",
"후행종합지수(2020=100)","1976.09 월","7.4",
"후행종합지수(2020=100)","1976.08 월","7.4",
"후행종합지수(2020=100)","1976.07 월","7.4",
"후행종합지수(2020=100)","1976.06 월","7.3",
"후행종합지수(2020=100)","1976.05 월","7.3",
"후행종합지수(2020=100)","1976.04 월","7.1",
"후행종합지수(2020=100)","1976.03 월","7.1",
"후행종합지수(2020=100)","1976.02 월","7",
"후행종합지수(2020=100)","1976.01 월","6.8",
"후행종합지수(2020=100)","1975.12 월","6.7",
"후행종합지수(2020=100)","1975.11 월","6.6",
"후행종합지수(2020=100)","1975.10 월","6.6",
"후행종합지수(2020=100)","1975.09 월","6.5",
"후행종합지수(2020=100)","1975.08 월","6.5",
"후행종합지수(2020=100)","1975.07 월","6.4",
"후행종합지수(2020=100)","1975.06 월","6.5",
"후행종합지수(2020=100)","1975.05 월","6.5",
"후행종합지수(2020=100)","1975.04 월","6.5",
"후행종합지수(2020=100)","1975.03 월","6.5",
"후행종합지수(2020=100)","1975.02 월","6.5",
"후행종합지수(2020=100)","1975.01 월","6.4",
"후행종합지수(2020=100)","1974.12 월","6.4",
"후행종합지수(2020=100)","1974.11 월","6.4",
"후행종합지수(2020=100)","1974.10 월","6.3",
"후행종합지수(2020=100)","1974.09 월","6.2",
"후행종합지수(2020=100)","1974.08 월","6.2",
"후행종합지수(2020=100)","1974.07 월","6.1",
"후행종합지수(2020=100)","1974.06 월","6",
"후행종합지수(2020=100)","1974.05 월","5.8",
"후행종합지수(2020=100)","1974.04 월","5.8",
"후행종합지수(2020=100)","1974.03 월","5.7",
"후행종합지수(2020=100)","1974.02 월","5.7",
"후행종합지수(2020=100)","1974.01 월","5.7",
"후행종합지수(2020=100)","1973.12 월","5.6",
"후행종합지수(2020=100)","1973.11 월","5.6",
"후행종합지수(2020=100)","1973.10 월","5.5",
"후행종합지수(2020=100)","1973.09 월","5.4",
"후행종합지수(2020=100)","1973.08 월","5.3",
"후행종합지수(2020=100)","1973.07 월","5.2",
"후행종합지수(2020=100)","1973.06 월","5.1",
"후행종합지수(2020=100)","1973.05 월","5.2",
"후행종합지수(2020=100)","1973.04 월","5.1",
"후행종합지수(2020=100)","1973.03 월","5",
"후행종합지수(2020=100)","1973.02 월","5",
"후행종합지수(2020=100)","1973.01 월","4.9",
"후행종합지수(2020=100)","1972.12 월","4.9",
"후행종합지수(2020=100)","1972.11 월","4.9",
"후행종합지수(2020=100)","1972.10 월","4.8",
"후행종합지수(2020=100)","1972.09 월","4.8",
"후행종합지수(2020=100)","1972.08 월","4.8",
"후행종합지수(2020=100)","1972.07 월","4.7",
"후행종합지수(2020=100)","1972.06 월","4.7",
"후행종합지수(2020=100)","1972.05 월","4.8",
"후행종합지수(2020=100)","1972.04 월","4.7",
"후행종합지수(2020=100)","1972.03 월","4.6",
"후행종합지수(2020=100)","1972.02 월","4.6",
"후행종합지수(2020=100)","1972.01 월","4.6",
"후행종합지수(2020=100)","1971.12 월","4.6",
"후행종합지수(2020=100)","1971.11 월","4.5",
"후행종합지수(2020=100)","1971.10 월","4.5",
"후행종합지수(2020=100)","1971.09 월","4.5",
"후행종합지수(2020=100)","1971.08 월","4.5",
"후행종합지수(2020=100)","1971.07 월","4.4",
"후행종합지수(2020=100)","1971.06 월","4.3",
"후행종합지수(2020=100)","1971.05 월","4.2",
"후행종합지수(2020=100)","1971.04 월","4.3",
"후행종합지수(2020=100)","1971.03 월","4.3",
"후행종합지수(2020=100)","1971.02 월","4.3",
"후행종합지수(2020=100)","1971.01 월","4.3",
"후행종합지수(2020=100)","1970.12 월","4.2",
"후행종합지수(2020=100)","1970.11 월","4.2",
"후행종합지수(2020=100)","1970.10 월","4.2",
"후행종합지수(2020=100)","1970.09 월","4.1",
"후행종합지수(2020=100)","1970.08 월","4",
"후행종합지수(2020=100)","1970.07 월","4",
"후행종합지수(2020=100)","1970.06 월","4",
"후행종합지수(2020=100)","1970.05 월","3.8",
"후행종합지수(2020=100)","1970.04 월","3.8",
"후행종합지수(2020=100)","1970.03 월","3.8",
"후행종합지수(2020=100)","1970.02 월","3.6",
"후행종합지수(2020=100)","1970.01 월","3.6",
"후행종합지수 전월비(%)","2023.09 월",".1",
"후행종합지수 전월비(%)","2023.08 월",".1",
"후행종합지수 전월비(%)","2023.07 월","-.1",
"후행종합지수 전월비(%)","2023.06 월",".2",
"후행종합지수 전월비(%)","2023.05 월",".3",
"후행종합지수 전월비(%)","2023.04 월",".3",
"후행종합지수 전월비(%)","2023.03 월",".2",
"후행종합지수 전월비(%)","2023.02 월",".1",
"후행종합지수 전월비(%)","2023.01 월",".4",
"후행종합지수 전월비(%)","2022.12 월",".5",
"후행종합지수 전월비(%)","2022.11 월",".4",
"후행종합지수 전월비(%)","2022.10 월",".5",
"후행종합지수 전월비(%)","2022.09 월",".5",
"후행종합지수 전월비(%)","2022.08 월",".5",
"후행종합지수 전월비(%)","2022.07 월",".5",
"후행종합지수 전월비(%)","2022.06 월",".6",
"후행종합지수 전월비(%)","2022.05 월",".4",
"후행종합지수 전월비(%)","2022.04 월",".4",
"후행종합지수 전월비(%)","2022.03 월",".5",
"후행종합지수 전월비(%)","2022.02 월",".5",
"후행종합지수 전월비(%)","2022.01 월",".4",
"후행종합지수 전월비(%)","2021.12 월",".6",
"후행종합지수 전월비(%)","2021.11 월",".5",
"후행종합지수 전월비(%)","2021.10 월",".7",
"후행종합지수 전월비(%)","2021.09 월",".4",
"후행종합지수 전월비(%)","2021.08 월",".4",
"후행종합지수 전월비(%)","2021.07 월",".3",
"후행종합지수 전월비(%)","2021.06 월",".2",
"후행종합지수 전월비(%)","2021.05 월",".5",
"후행종합지수 전월비(%)","2021.04 월",".5",
"후행종합지수 전월비(%)","2021.03 월",".5",
"후행종합지수 전월비(%)","2021.02 월",".3",
"후행종합지수 전월비(%)","2021.01 월",".3",
"후행종합지수 전월비(%)","2020.12 월",".3",
"후행종합지수 전월비(%)","2020.11 월",".2",
"후행종합지수 전월비(%)","2020.10 월",".1",
"후행종합지수 전월비(%)","2020.09 월",".3",
"후행종합지수 전월비(%)","2020.08 월",".2",
"후행종합지수 전월비(%)","2020.07 월",".2",
"후행종합지수 전월비(%)","2020.06 월",".3",
"후행종합지수 전월비(%)","2020.05 월",".1",
"후행종합지수 전월비(%)","2020.04 월","0",
"후행종합지수 전월비(%)","2020.03 월","-.1",
"후행종합지수 전월비(%)","2020.02 월",".2",
"후행종합지수 전월비(%)","2020.01 월",".2",
"후행종합지수 전월비(%)","2019.12 월",".3",
"후행종합지수 전월비(%)","2019.11 월",".1",
"후행종합지수 전월비(%)","2019.10 월",".2",
"후행종합지수 전월비(%)","2019.09 월",".3",
"후행종합지수 전월비(%)","2019.08 월",".3",
"후행종합지수 전월비(%)","2019.07 월",".2",
"후행종합지수 전월비(%)","2019.06 월",".2",
"후행종합지수 전월비(%)","2019.05 월",".3",
"후행종합지수 전월비(%)","2019.04 월",".2",
"후행종합지수 전월비(%)","2019.03 월",".1",
"후행종합지수 전월비(%)","2019.02 월",".2",
"후행종합지수 전월비(%)","2019.01 월",".2",
"후행종합지수 전월비(%)","2018.12 월",".4",
"후행종합지수 전월비(%)","2018.11 월",".4",
"후행종합지수 전월비(%)","2018.10 월",".3",
"후행종합지수 전월비(%)","2018.09 월",".2",
"후행종합지수 전월비(%)","2018.08 월",".1",
"후행종합지수 전월비(%)","2018.07 월",".2",
"후행종합지수 전월비(%)","2018.06 월",".3",
"후행종합지수 전월비(%)","2018.05 월",".2",
"후행종합지수 전월비(%)","2018.04 월",".3",
"후행종합지수 전월비(%)","2018.03 월",".2",
"후행종합지수 전월비(%)","2018.02 월",".3",
"후행종합지수 전월비(%)","2018.01 월",".3",
"후행종합지수 전월비(%)","2017.12 월",".3",
"후행종합지수 전월비(%)","2017.11 월",".2",
"후행종합지수 전월비(%)","2017.10 월",".2",
"후행종합지수 전월비(%)","2017.09 월",".3",
"후행종합지수 전월비(%)","2017.08 월",".3",
"후행종합지수 전월비(%)","2017.07 월",".2",
"후행종합지수 전월비(%)","2017.06 월",".2",
"후행종합지수 전월비(%)","2017.05 월",".3",
"후행종합지수 전월비(%)","2017.04 월",".3",
"후행종합지수 전월비(%)","2017.03 월",".3",
"후행종합지수 전월비(%)","2017.02 월",".2",
"후행종합지수 전월비(%)","2017.01 월",".2",
"후행종합지수 전월비(%)","2016.12 월",".2",
"후행종합지수 전월비(%)","2016.11 월",".2",
"후행종합지수 전월비(%)","2016.10 월",".3",
